FyToken,Symbol Details,Exchange Instrument Type,Minimum Lot Size,Tick Size,ISIN,Trading Session,Last Update Date,Expiry Date,Symbol Ticker,Exchange,Segment,Scrip Code,Underlying Symbol,Underlying Scrip Code,Strike Price,Option Type,Underlying FyToken,Reserved 1,Reserved 2,Reserved 3
1011250529127750,TATAELXSI 25 May 29 4000 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4000CE,10,11,127750,TATAELXSI,3411,4000.0,CE,10100000003411,None,0,0.0
1011250529127751,TATAELXSI 25 May 29 4000 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4000PE,10,11,127751,TATAELXSI,3411,4000.0,PE,10100000003411,None,0,0.0
1011250529127752,TATAELXSI 25 May 29 4200 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4200CE,10,11,127752,TATAELXSI,3411,4200.0,CE,10100000003411,None,0,0.0
1011250529127753,TATAELXSI 25 May 29 4200 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4200PE,10,11,127753,TATAELXSI,3411,4200.0,PE,10100000003411,None,0,0.0
1011250529127754,TATAELXSI 25 May 29 4400 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4400CE,10,11,127754,TATAELXSI,3411,4400.0,CE,10100000003411,None,0,0.0
1011250529127755,TATAELXSI 25 May 29 4400 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4400PE,10,11,127755,TATAELXSI,3411,4400.0,PE,10100000003411,None,0,0.0
1011250529127756,PEL 25 May 29 860 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY860CE,10,11,127756,PEL,2412,860.0,CE,10100000002412,None,0,0.0
1011250529127757,PEL 25 May 29 860 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY860PE,10,11,127757,PEL,2412,860.0,PE,10100000002412,None,0,0.0
1011250529127758,PEL 25 May 29 900 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY900CE,10,11,127758,PEL,2412,900.0,CE,10100000002412,None,0,0.0
1011250529127759,PEL 25 May 29 900 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY900PE,10,11,127759,PEL,2412,900.0,PE,10100000002412,None,0,0.0
1011250529127760,PEL 25 May 29 940 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY940CE,10,11,127760,PEL,2412,940.0,CE,10100000002412,None,0,0.0
1011250529127761,TATAELXSI 25 May 29 4600 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4600CE,10,11,127761,TATAELXSI,3411,4600.0,CE,10100000003411,None,0,0.0
1011250529127762,TATAELXSI 25 May 29 4600 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4600PE,10,11,127762,TATAELXSI,3411,4600.0,PE,10100000003411,None,0,0.0
1011250529127763,TATAELXSI 25 May 29 4800 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4800CE,10,11,127763,TATAELXSI,3411,4800.0,CE,10100000003411,None,0,0.0
1011250529127764,TATAELXSI 25 May 29 4800 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY4800PE,10,11,127764,TATAELXSI,3411,4800.0,PE,10100000003411,None,0,0.0
1011250529127765,TATAELXSI 25 May 29 5000 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5000CE,10,11,127765,TATAELXSI,3411,5000.0,CE,10100000003411,None,0,0.0
1011250529127766,TATAELXSI 25 May 29 5000 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5000PE,10,11,127766,TATAELXSI,3411,5000.0,PE,10100000003411,None,0,0.0
1011250529127767,TATAELXSI 25 May 29 5200 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5200CE,10,11,127767,TATAELXSI,3411,5200.0,CE,10100000003411,None,0,0.0
1011250529127768,TATAELXSI 25 May 29 5200 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5200PE,10,11,127768,TATAELXSI,3411,5200.0,PE,10100000003411,None,0,0.0
1011250529127775,PEL 25 May 29 940 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY940PE,10,11,127775,PEL,2412,940.0,PE,10100000002412,None,0,0.0
1011250529127776,PEL 25 May 29 980 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY980CE,10,11,127776,PEL,2412,980.0,CE,10100000002412,None,0,0.0
1011250529127777,PEL 25 May 29 980 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY980PE,10,11,127777,PEL,2412,980.0,PE,10100000002412,None,0,0.0
1011250529127778,PEL 25 May 29 1020 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1020CE,10,11,127778,PEL,2412,1020.0,CE,10100000002412,None,0,0.0
1011250529127779,PEL 25 May 29 1020 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1020PE,10,11,127779,PEL,2412,1020.0,PE,10100000002412,None,0,0.0
1011250529127780,PEL 25 May 29 1060 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1060CE,10,11,127780,PEL,2412,1060.0,CE,10100000002412,None,0,0.0
1011250529127781,PEL 25 May 29 1060 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1060PE,10,11,127781,PEL,2412,1060.0,PE,10100000002412,None,0,0.0
1011250529127783,PEL 25 May 29 1100 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1100CE,10,11,127783,PEL,2412,1100.0,CE,10100000002412,None,0,0.0
1011250529127784,PEL 25 May 29 1100 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1100PE,10,11,127784,PEL,2412,1100.0,PE,10100000002412,None,0,0.0
1011250529127785,PEL 25 May 29 1140 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1140CE,10,11,127785,PEL,2412,1140.0,CE,10100000002412,None,0,0.0
1011250529127786,PEL 25 May 29 1140 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1140PE,10,11,127786,PEL,2412,1140.0,PE,10100000002412,None,0,0.0
1011250529127787,PEL 25 May 29 1180 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1180CE,10,11,127787,PEL,2412,1180.0,CE,10100000002412,None,0,0.0
1011250529127788,PEL 25 May 29 1180 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1180PE,10,11,127788,PEL,2412,1180.0,PE,10100000002412,None,0,0.0
1011250529127789,PEL 25 May 29 1220 CE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1220CE,10,11,127789,PEL,2412,1220.0,CE,10100000002412,None,0,0.0
1011250529127790,PEL 25 May 29 1220 PE,15,750,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PEL25MAY1220PE,10,11,127790,PEL,2412,1220.0,PE,10100000002412,None,0,0.0
1011250529127791,TATAELXSI 25 May 29 5400 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5400CE,10,11,127791,TATAELXSI,3411,5400.0,CE,10100000003411,None,0,0.0
1011250529127792,TATAELXSI 25 May 29 5400 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5400PE,10,11,127792,TATAELXSI,3411,5400.0,PE,10100000003411,None,0,0.0
1011250529127793,TATAELXSI 25 May 29 5600 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5600CE,10,11,127793,TATAELXSI,3411,5600.0,CE,10100000003411,None,0,0.0
1011250529127794,TATAELXSI 25 May 29 5600 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5600PE,10,11,127794,TATAELXSI,3411,5600.0,PE,10100000003411,None,0,0.0
1011250529127795,TATAELXSI 25 May 29 5800 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5800CE,10,11,127795,TATAELXSI,3411,5800.0,CE,10100000003411,None,0,0.0
1011250529127796,TATAELXSI 25 May 29 5800 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY5800PE,10,11,127796,TATAELXSI,3411,5800.0,PE,10100000003411,None,0,0.0
1011250529127797,TATAELXSI 25 May 29 6000 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6000CE,10,11,127797,TATAELXSI,3411,6000.0,CE,10100000003411,None,0,0.0
1011250529127798,TATAELXSI 25 May 29 6000 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6000PE,10,11,127798,TATAELXSI,3411,6000.0,PE,10100000003411,None,0,0.0
1011250529127799,TATAELXSI 25 May 29 6200 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6200CE,10,11,127799,TATAELXSI,3411,6200.0,CE,10100000003411,None,0,0.0
1011250529127800,TATAELXSI 25 May 29 6200 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6200PE,10,11,127800,TATAELXSI,3411,6200.0,PE,10100000003411,None,0,0.0
1011250529127801,TATAELXSI 25 May 29 6400 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6400CE,10,11,127801,TATAELXSI,3411,6400.0,CE,10100000003411,None,0,0.0
1011250529127802,TATAELXSI 25 May 29 6400 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6400PE,10,11,127802,TATAELXSI,3411,6400.0,PE,10100000003411,None,0,0.0
1011250529127803,TATAELXSI 25 May 29 6600 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6600CE,10,11,127803,TATAELXSI,3411,6600.0,CE,10100000003411,None,0,0.0
1011250529127804,TATAELXSI 25 May 29 6600 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6600PE,10,11,127804,TATAELXSI,3411,6600.0,PE,10100000003411,None,0,0.0
1011250529127805,TATAELXSI 25 May 29 6800 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6800CE,10,11,127805,TATAELXSI,3411,6800.0,CE,10100000003411,None,0,0.0
1011250529127806,TATAELXSI 25 May 29 6800 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY6800PE,10,11,127806,TATAELXSI,3411,6800.0,PE,10100000003411,None,0,0.0
1011250529127807,TATAELXSI 25 May 29 7000 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7000CE,10,11,127807,TATAELXSI,3411,7000.0,CE,10100000003411,None,0,0.0
1011250529127808,TATAELXSI 25 May 29 7000 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7000PE,10,11,127808,TATAELXSI,3411,7000.0,PE,10100000003411,None,0,0.0
1011250529127809,TATAELXSI 25 May 29 7200 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7200CE,10,11,127809,TATAELXSI,3411,7200.0,CE,10100000003411,None,0,0.0
1011250529127810,TATAELXSI 25 May 29 7200 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7200PE,10,11,127810,TATAELXSI,3411,7200.0,PE,10100000003411,None,0,0.0
1011250529127811,TATAELXSI 25 May 29 7400 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7400CE,10,11,127811,TATAELXSI,3411,7400.0,CE,10100000003411,None,0,0.0
1011250529127812,TATAELXSI 25 May 29 7400 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7400PE,10,11,127812,TATAELXSI,3411,7400.0,PE,10100000003411,None,0,0.0
1011250529127813,TATAELXSI 25 May 29 7600 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7600CE,10,11,127813,TATAELXSI,3411,7600.0,CE,10100000003411,None,0,0.0
1011250529127814,TATAELXSI 25 May 29 7600 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAELXSI25MAY7600PE,10,11,127814,TATAELXSI,3411,7600.0,PE,10100000003411,None,0,0.0
1011250529127946,PERSISTENT 25 May 29 4100 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4100CE,10,11,127946,PERSISTENT,18365,4100.0,CE,101000000018365,None,0,0.0
1011250529127947,PERSISTENT 25 May 29 4100 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4100PE,10,11,127947,PERSISTENT,18365,4100.0,PE,101000000018365,None,0,0.0
1011250529127948,PERSISTENT 25 May 29 4300 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4300CE,10,11,127948,PERSISTENT,18365,4300.0,CE,101000000018365,None,0,0.0
1011250529127949,PERSISTENT 25 May 29 4300 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4300PE,10,11,127949,PERSISTENT,18365,4300.0,PE,101000000018365,None,0,0.0
1011250529127951,PERSISTENT 25 May 29 4500 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4500CE,10,11,127951,PERSISTENT,18365,4500.0,CE,101000000018365,None,0,0.0
1011250529127954,PERSISTENT 25 May 29 4500 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4500PE,10,11,127954,PERSISTENT,18365,4500.0,PE,101000000018365,None,0,0.0
1011250529127955,PERSISTENT 25 May 29 4700 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4700CE,10,11,127955,PERSISTENT,18365,4700.0,CE,101000000018365,None,0,0.0
1011250529127959,PERSISTENT 25 May 29 4700 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4700PE,10,11,127959,PERSISTENT,18365,4700.0,PE,101000000018365,None,0,0.0
1011250529127960,PERSISTENT 25 May 29 4900 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4900CE,10,11,127960,PERSISTENT,18365,4900.0,CE,101000000018365,None,0,0.0
1011250529127961,PERSISTENT 25 May 29 4900 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY4900PE,10,11,127961,PERSISTENT,18365,4900.0,PE,101000000018365,None,0,0.0
1011250529127962,PERSISTENT 25 May 29 5100 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5100CE,10,11,127962,PERSISTENT,18365,5100.0,CE,101000000018365,None,0,0.0
1011250529127963,PERSISTENT 25 May 29 5100 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5100PE,10,11,127963,PERSISTENT,18365,5100.0,PE,101000000018365,None,0,0.0
1011250529127998,PERSISTENT 25 May 29 5300 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5300CE,10,11,127998,PERSISTENT,18365,5300.0,CE,101000000018365,None,0,0.0
1011250529127999,PERSISTENT 25 May 29 5300 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5300PE,10,11,127999,PERSISTENT,18365,5300.0,PE,101000000018365,None,0,0.0
1011250529128000,PERSISTENT 25 May 29 5500 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5500CE,10,11,128000,PERSISTENT,18365,5500.0,CE,101000000018365,None,0,0.0
1011250529128052,PERSISTENT 25 May 29 5500 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5500PE,10,11,128052,PERSISTENT,18365,5500.0,PE,101000000018365,None,0,0.0
1011250529128053,PERSISTENT 25 May 29 5700 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5700CE,10,11,128053,PERSISTENT,18365,5700.0,CE,101000000018365,None,0,0.0
1011250529128054,PERSISTENT 25 May 29 5700 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5700PE,10,11,128054,PERSISTENT,18365,5700.0,PE,101000000018365,None,0,0.0
1011250529128058,PERSISTENT 25 May 29 5900 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5900CE,10,11,128058,PERSISTENT,18365,5900.0,CE,101000000018365,None,0,0.0
1011250529128059,PERSISTENT 25 May 29 5900 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY5900PE,10,11,128059,PERSISTENT,18365,5900.0,PE,101000000018365,None,0,0.0
1011250529128061,PERSISTENT 25 May 29 6100 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6100CE,10,11,128061,PERSISTENT,18365,6100.0,CE,101000000018365,None,0,0.0
1011250529128062,PERSISTENT 25 May 29 6100 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6100PE,10,11,128062,PERSISTENT,18365,6100.0,PE,101000000018365,None,0,0.0
1011250529128089,PERSISTENT 25 May 29 6300 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6300CE,10,11,128089,PERSISTENT,18365,6300.0,CE,101000000018365,None,0,0.0
1011250529128090,PERSISTENT 25 May 29 6300 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6300PE,10,11,128090,PERSISTENT,18365,6300.0,PE,101000000018365,None,0,0.0
1011250529128093,PERSISTENT 25 May 29 6500 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6500CE,10,11,128093,PERSISTENT,18365,6500.0,CE,101000000018365,None,0,0.0
1011250529128094,PERSISTENT 25 May 29 6500 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6500PE,10,11,128094,PERSISTENT,18365,6500.0,PE,101000000018365,None,0,0.0
1011250529128095,PERSISTENT 25 May 29 6700 CE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6700CE,10,11,128095,PERSISTENT,18365,6700.0,CE,101000000018365,None,0,0.0
1011250529128123,PERSISTENT 25 May 29 6700 PE,15,100,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:PERSISTENT25MAY6700PE,10,11,128123,PERSISTENT,18365,6700.0,PE,101000000018365,None,0,0.0
1011250529128146,TATAMOTORS 25 May 29 400 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY400CE,10,11,128146,TATAMOTORS,3456,400.0,CE,10100000003456,None,0,0.0
1011250529128147,TATAMOTORS 25 May 29 400 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY400PE,10,11,128147,TATAMOTORS,3456,400.0,PE,10100000003456,None,0,0.0
1011250529128148,TATAMOTORS 25 May 29 420 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY420CE,10,11,128148,TATAMOTORS,3456,420.0,CE,10100000003456,None,0,0.0
1011250529128149,TATAMOTORS 25 May 29 420 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY420PE,10,11,128149,TATAMOTORS,3456,420.0,PE,10100000003456,None,0,0.0
1011250529128150,TATAMOTORS 25 May 29 440 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY440CE,10,11,128150,TATAMOTORS,3456,440.0,CE,10100000003456,None,0,0.0
1011250529128153,TATAMOTORS 25 May 29 440 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY440PE,10,11,128153,TATAMOTORS,3456,440.0,PE,10100000003456,None,0,0.0
1011250529128154,TATAMOTORS 25 May 29 460 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY460CE,10,11,128154,TATAMOTORS,3456,460.0,CE,10100000003456,None,0,0.0
1011250529128155,TATAMOTORS 25 May 29 460 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY460PE,10,11,128155,TATAMOTORS,3456,460.0,PE,10100000003456,None,0,0.0
1011250529128156,TATAMOTORS 25 May 29 480 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY480CE,10,11,128156,TATAMOTORS,3456,480.0,CE,10100000003456,None,0,0.0
1011250529128157,TATAMOTORS 25 May 29 480 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY480PE,10,11,128157,TATAMOTORS,3456,480.0,PE,10100000003456,None,0,0.0
1011250529128158,TATAMOTORS 25 May 29 500 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY500CE,10,11,128158,TATAMOTORS,3456,500.0,CE,10100000003456,None,0,0.0
1011250529128159,TATAMOTORS 25 May 29 500 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY500PE,10,11,128159,TATAMOTORS,3456,500.0,PE,10100000003456,None,0,0.0
1011250529128160,TATAMOTORS 25 May 29 520 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY520CE,10,11,128160,TATAMOTORS,3456,520.0,CE,10100000003456,None,0,0.0
1011250529128161,TATAMOTORS 25 May 29 520 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY520PE,10,11,128161,TATAMOTORS,3456,520.0,PE,10100000003456,None,0,0.0
1011250529128162,TATAMOTORS 25 May 29 540 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY540CE,10,11,128162,TATAMOTORS,3456,540.0,CE,10100000003456,None,0,0.0
1011250529128163,TATAMOTORS 25 May 29 540 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY540PE,10,11,128163,TATAMOTORS,3456,540.0,PE,10100000003456,None,0,0.0
1011250529128169,TATAMOTORS 25 May 29 560 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY560CE,10,11,128169,TATAMOTORS,3456,560.0,CE,10100000003456,None,0,0.0
1011250529128170,TATAMOTORS 25 May 29 560 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY560PE,10,11,128170,TATAMOTORS,3456,560.0,PE,10100000003456,None,0,0.0
1011250529128171,TATAMOTORS 25 May 29 580 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY580CE,10,11,128171,TATAMOTORS,3456,580.0,CE,10100000003456,None,0,0.0
1011250529128172,TATAMOTORS 25 May 29 580 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY580PE,10,11,128172,TATAMOTORS,3456,580.0,PE,10100000003456,None,0,0.0
1011250529128173,TATAMOTORS 25 May 29 600 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY600CE,10,11,128173,TATAMOTORS,3456,600.0,CE,10100000003456,None,0,0.0
1011250529128174,TATAMOTORS 25 May 29 600 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY600PE,10,11,128174,TATAMOTORS,3456,600.0,PE,10100000003456,None,0,0.0
1011250529128175,TATAMOTORS 25 May 29 620 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY620CE,10,11,128175,TATAMOTORS,3456,620.0,CE,10100000003456,None,0,0.0
1011250529128183,TATAMOTORS 25 May 29 620 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY620PE,10,11,128183,TATAMOTORS,3456,620.0,PE,10100000003456,None,0,0.0
1011250529128184,TATAMOTORS 25 May 29 640 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY640CE,10,11,128184,TATAMOTORS,3456,640.0,CE,10100000003456,None,0,0.0
1011250529128185,TATAMOTORS 25 May 29 640 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY640PE,10,11,128185,TATAMOTORS,3456,640.0,PE,10100000003456,None,0,0.0
1011250529128186,TATAMOTORS 25 May 29 660 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY660CE,10,11,128186,TATAMOTORS,3456,660.0,CE,10100000003456,None,0,0.0
1011250529128187,TATAMOTORS 25 May 29 660 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY660PE,10,11,128187,TATAMOTORS,3456,660.0,PE,10100000003456,None,0,0.0
1011250529128188,TATAMOTORS 25 May 29 680 CE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY680CE,10,11,128188,TATAMOTORS,3456,680.0,CE,10100000003456,None,0,0.0
1011250529128189,TATAMOTORS 25 May 29 680 PE,15,550,0.05,,0915-1530|1815-1915:,2025-04-30,1748512800,NSE:TATAMOTORS25MAY680PE,10,11,128189,TATAMOTORS,3456,680.0,PE,10100000003456,None,0,0.0
